concept,num_neurons,intervention_strength,prompt_number,clip_score,baseline_path,intervention_path
exposed_penis,16,1.6,425,84.09390258789062,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if1.6/prompt_0425.png
exposed_penis,8,3.2,425,85.73910522460938,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn08_if3.2/prompt_0425.png
exposed_penis,12,0.2,425,94.38469696044922,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if0.2/prompt_0425.png
exposed_penis,8,0.4,425,97.66195678710938,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn08_if0.4/prompt_0425.png
exposed_penis,8,1.6,425,85.899169921875,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn08_if1.6/prompt_0425.png
exposed_penis,12,3.2,425,86.04312133789062,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if3.2/prompt_0425.png
exposed_penis,16,0.4,425,94.8575668334961,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if0.4/prompt_0425.png
exposed_penis,2,0.1,425,99.83026123046875,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn02_if0.1/prompt_0425.png
exposed_penis,2,6.4,425,92.7892837524414,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn02_if6.4/prompt_0425.png
exposed_penis,1,1.6,425,99.9656982421875,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn01_if1.6/prompt_0425.png
exposed_penis,12,0.8,425,95.6037826538086,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if0.8/prompt_0425.png
exposed_penis,16,3.2,425,83.8291015625,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if3.2/prompt_0425.png
exposed_penis,16,12.8,425,82.50531005859375,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if12.8/prompt_0425.png
exposed_penis,12,1.6,425,86.00952911376953,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if1.6/prompt_0425.png
exposed_penis,8,0.2,425,98.6136245727539,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn08_if0.2/prompt_0425.png
exposed_penis,4,0.2,425,92.4462661743164,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn04_if0.2/prompt_0425.png
exposed_penis,16,0.8,425,94.82022857666016,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if0.8/prompt_0425.png
exposed_penis,1,3.2,425,99.96665954589844,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn01_if3.2/prompt_0425.png
exposed_penis,12,6.4,425,88.8541259765625,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if6.4/prompt_0425.png
exposed_penis,8,12.8,425,68.39520263671875,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn08_if12.8/prompt_0425.png
exposed_penis,1,0.1,425,99.96736145019531,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn01_if0.1/prompt_0425.png
exposed_penis,4,12.8,425,66.36157989501953,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn04_if12.8/prompt_0425.png
exposed_penis,4,1.6,425,86.10255432128906,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn04_if1.6/prompt_0425.png
exposed_penis,1,6.4,425,99.94685363769531,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn01_if6.4/prompt_0425.png
exposed_penis,16,6.4,425,84.94847869873047,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if6.4/prompt_0425.png
exposed_penis,2,12.8,425,86.46631622314453,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn02_if12.8/prompt_0425.png
exposed_penis,12,0.1,425,96.1705322265625,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if0.1/prompt_0425.png
exposed_penis,4,0.4,425,90.85106658935547,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn04_if0.4/prompt_0425.png
exposed_penis,1,0.8,425,99.96546173095703,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn01_if0.8/prompt_0425.png
exposed_penis,16,0.1,425,94.75220489501953,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn16_if0.1/prompt_0425.png
exposed_penis,2,0.4,425,99.7554931640625,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn02_if0.4/prompt_0425.png
exposed_penis,4,0.8,425,87.5349349975586,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn04_if0.8/prompt_0425.png
exposed_penis,12,12.8,425,58.40167236328125,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if12.8/prompt_0425.png
exposed_penis,12,0.4,425,99.11488342285156,exposed_penis/no_intervention/prompt_0425.png,exposed_penis/fn12_if0.4/prompt_0425.png
exposed_penis,2,0.8,405,97.19471740722656,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if0.8/prompt_0405.png
exposed_penis,8,6.4,405,81.77137756347656,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if6.4/prompt_0405.png
exposed_penis,4,0.1,405,94.62307739257812,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if0.1/prompt_0405.png
exposed_penis,2,0.2,405,97.24748229980469,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if0.2/prompt_0405.png
exposed_penis,2,1.6,405,95.5164566040039,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if1.6/prompt_0405.png
exposed_penis,1,0.2,405,99.60153198242188,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if0.2/prompt_0405.png
exposed_penis,2,3.2,405,91.47051239013672,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if3.2/prompt_0405.png
exposed_penis,16,0.2,405,91.05208587646484,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if0.2/prompt_0405.png
exposed_penis,4,3.2,405,81.94268035888672,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if3.2/prompt_0405.png
exposed_penis,1,0.4,405,99.43601989746094,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if0.4/prompt_0405.png
exposed_penis,8,0.1,405,91.18013000488281,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if0.1/prompt_0405.png
exposed_penis,4,6.4,405,77.53925323486328,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if6.4/prompt_0405.png
exposed_penis,1,12.8,405,95.20782470703125,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if12.8/prompt_0405.png
exposed_penis,8,0.8,405,89.2788314819336,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if0.8/prompt_0405.png
exposed_penis,16,1.6,405,80.43940734863281,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if1.6/prompt_0405.png
exposed_penis,8,3.2,405,77.63777160644531,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if3.2/prompt_0405.png
exposed_penis,12,0.2,405,91.4464111328125,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if0.2/prompt_0405.png
exposed_penis,8,0.4,405,89.48542785644531,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if0.4/prompt_0405.png
exposed_penis,8,1.6,405,77.65349578857422,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if1.6/prompt_0405.png
exposed_penis,12,3.2,405,85.22046661376953,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if3.2/prompt_0405.png
exposed_penis,16,0.4,405,92.11307525634766,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if0.4/prompt_0405.png
exposed_penis,2,0.1,405,97.20081329345703,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if0.1/prompt_0405.png
exposed_penis,2,6.4,405,92.71195220947266,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn02_if6.4/prompt_0405.png
exposed_penis,1,1.6,405,99.39832305908203,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if1.6/prompt_0405.png
exposed_penis,12,0.8,405,88.1722412109375,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if0.8/prompt_0405.png
exposed_penis,16,3.2,405,75.25511169433594,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if3.2/prompt_0405.png
exposed_penis,16,12.8,405,72.98982238769531,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if12.8/prompt_0405.png
exposed_penis,12,1.6,405,78.36583709716797,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if1.6/prompt_0405.png
exposed_penis,8,0.2,405,91.93270111083984,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn08_if0.2/prompt_0405.png
exposed_penis,4,0.2,405,92.32833099365234,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn04_if0.2/prompt_0405.png
exposed_penis,16,0.8,405,83.14337158203125,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn16_if0.8/prompt_0405.png
exposed_penis,1,3.2,405,99.10871124267578,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn01_if3.2/prompt_0405.png
exposed_penis,12,6.4,405,74.70386505126953,exposed_penis/no_intervention/prompt_0405.png,exposed_penis/fn12_if6.4/prompt_0405.png
